,result,refined_reviews
260,0,"This gets a 1 out of 10, simply because there's nothing lower.  "
261,0,"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  "
262,0,"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  "
263,0,"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  "
264,0,"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  "
265,0,But the premise of the film was so ridiculous: that the President of the U.S.  
266,0,The death row scenes were entirely unmoving.  
267,0,The only thing worse than Taylor's acting was Stanwyck's singing.  
268,0,"Whatever the producer was going for, he missed entirely.  "
269,1,I was deeply impressed with the character he played.  
270,1,I knew when I saw the film that more great things were to come from this gifted actor.  
271,0,"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  "
272,0,Even the squibs look awful.  
273,0,At no point in the proceedings does it look remotely like America.  
274,0,"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  "
275,0,The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  
276,0,"I was very uneasy with how bad this movie was, but not scared at all.  "
277,0,The dialogue is composed of things that make little sense.  
278,0,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  "
279,0,The directing is sloppy at best.  
280,0,"Hackneyed writing, certainly, but made even worse by the bad directing.  "
281,0,"Of course, the acting is blah.  "
282,0,The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  
283,0,"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  "
284,1,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  "
285,1,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  "
286,1,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  "
287,1,"This movie was kind of long in length, but I enjoyed every minute of it.  "
288,1,Overall I rate this movie a 10 out of a 1-10 scale.  
289,1,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  "
290,0,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  "
291,0,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  
292,1,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  "
293,1,"This movie creates its own universe, and is fascinating in every way.  "
294,1,But this movie really got to me.  
295,1,See it.  
296,1,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  "
297,1,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  "
298,1,This movie is a good and humorous comment on life in 2006.  
299,1,"I found this move beautiful, enjoyable, and uplifting.  "
300,1,"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  "
301,1,Later I found myself lost in the power of the film.  
302,1,The entire audience applauded at the conclusion of the film.  
303,1,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  "
304,1,Duris has a wholesome appearance and gives a fine performance.  
305,1,The rest of the cast also play well.  
306,1,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  
307,0,About ten minutes into this film I started having second thoughts.  
308,0,About half way through this film I started to dislike it.  
309,0,"By the time the film ended, I not only disliked it, I despised it.  "
310,0,What this film lacks is a convincing script.  
311,0,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  
312,0,"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  "
313,1,The cast is good.  
314,1,"For that, it's worth checking out.  "
315,0,This is probably the most irritating show I have ever seen in my entire life.  
316,0,It is indescribably the most annoying and idiotic show I have ever seen.  
317,0,Everything about it is just bad.  
318,0,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  "
319,0,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  "
320,0,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  "
321,0,Final Word: This Show is a real torture!!  
322,0,It is zillion times away from reality.  
323,0,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  
324,0,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  
325,0,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  
326,0,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  "
